from_cui	to_cui	level
C0024002	C0055578	Minor
C0293359	C0541315	Moderate
C0032143	C1119918	Moderate
C0022005	C0022860	Moderate
C0065879	C0966107	Moderate
C0071304	C0108101	Moderate
C0717758	C0877880	Major
C0000956	C0040165	Unknown
C0282386	C0913246	Moderate
C0020823	C1533126	Moderate
C0012091	C1311070	Moderate
C0022265	C2699709	Moderate
C0042313	C1096766	Moderate
C0025678	C3885068	Moderate
C0031007	C0525227	Moderate
C0064636	C0074722	Unknown
C0036078	C0388753	Unknown
C0008809	C0013085	Moderate
C1172734	C3852841	Major
C0035661	C2974289	Major
C0040263	C1456409	Moderate
C0000992	C3661282	Moderate
C3853822	C4045491	Minor
C0033126	C0033405	Moderate
C0013085	C0055877	Moderate
C0002645	C0771311	Unknown
C0025854	C0213771	Unknown
C0014806	C0030092	Unknown
C0035923	C0092777	Major
C2980094	C4731850	Major
C0012265	C1144149	Moderate
C0244821	C0965129	Unknown
C0028005	C3886623	Moderate
C0054234	C0057605	Moderate
C0015011	C0018242	Major
C0037707	C0039865	Moderate
C0004975	C2934193	Moderate
C2000088	C4519273	Moderate
C0050393	C0379881	Moderate
C1176306	C4079830	Major
C0065162	C4278675	Major
C0249458	C0537147	Unknown
C0007554	C0019134	Unknown
C0015133	C3898565	Moderate
C0033405	C0907402	Moderate
C0013089	C0288171	Unknown
C0014479	C1722260	Moderate
C0020336	C0033743	Major
C0085228	C2698385	Moderate
C2935436	C3181682	Major
C0032952	C0127615	Unknown
C0033405	C0937858	Moderate
C0753645	C1176309	Unknown
C4080091	C4310440	Major
C0127615	C3502652	Moderate
C0033126	C0070895	Moderate
C1099456	C4682397	Major
C0143083	C4724807	Moderate
C0005740	C5828321	Moderate
C0024477	C1873633	Moderate
C1527027	C4018471	Moderate
C0070166	C0209227	Unknown
C0054201	C1176315	Moderate
C0143993	C2713632	Moderate
C0022635	C0127615	Moderate
C0108121	C0379881	Moderate
C0042313	C0209210	Unknown
C0025241	C2931926	Moderate
C0001927	C0012702	Moderate
C0017628	C0017887	Unknown
C0879399	C5230959	Moderate
C0013089	C1099456	Major
C0007257	C0016410	Unknown
C0037982	C0127615	Unknown
C0054201	C0071568	Moderate
C0025859	C0039663	Moderate
C0012373	C0034665	Unknown
C0034665	C1144149	Unknown
C0022957	C0040233	Unknown
C0006674	C0008273	Moderate
C0034282	C0041038	Moderate
C0008188	C0935989	Moderate
C0065180	C1337242	Unknown
C0054201	C0251504	Unknown
C0073372	C2931926	Moderate
C0016945	C0298130	Unknown
C0060274	C0302583	Moderate
C0066535	C0171023	Moderate
C1311070	C1690432	Moderate
C0065180	C0072980	Moderate
C0073992	C0937917	Unknown
C0018988	C3713057	Moderate
C0009079	C1832027	Major
C0220578	C2986922	Major
C0051809	C4330903	Major
C0149381	C2718773	Minor
C0025152	C0137996	Moderate
C0033228	C0050940	Moderate
C0068334	C1718383	Major
C0012091	C0014310	Moderate
C3273711	C4278675	Major
C0028094	C2974540	Moderate
C0030812	C0041014	Minor
C0017642	C4305843	Moderate
C0010583	C0027396	Unknown
C0061323	C0717752	Moderate
C0023660	C4524315	Moderate
C0026156	C0049506	Moderate
C0018546	C4079208	Major
C0063041	C0132326	Major
C0026549	C0034665	Unknown
C0065180	C0248719	Unknown
C0002575	C0042313	Unknown
C0000608	C0016410	Unknown
C0057258	C3659310	Major
C0040805	C0041098	Moderate
C0247025	C3661282	Moderate
C0011701	C0076840	Major
C0014310	C0014582	Minor
C0042291	C0085149	Unknown
C0054672	C4078701	Moderate
C0028741	C0538927	Unknown
C0038418	C0065374	Moderate
C0006711	C4045522	Moderate
C0066101	C0248719	Moderate
C0015011	C0028365	Moderate
C1831796	C1882138	Moderate
C0016384	C0033429	Moderate
C0082608	C2350866	Moderate
C0029193	C1705480	Moderate
C0042523	C0210657	Unknown
C0039943	C2934193	Moderate
C0008281	C0060926	Moderate
C0026088	C4524315	Major
C0022026	C0025153	Major
C0024476	C0025638	Moderate
C0012702	C0069717	Major
C0254119	C2714632	Moderate
C0120107	C3491971	Moderate
C0004609	C0020336	Unknown
C0017642	C1435444	Moderate
C0009214	C1699861	Moderate
C0525005	C2974521	Major
C0064585	C0114771	Moderate
C0004482	C4078312	Moderate
C0027324	C2746078	Moderate
C0022635	C0022957	Unknown
C0026088	C3467876	Moderate
C0007737	C0043031	Moderate
C0025760	C0935989	Moderate
C0049065	C0717758	Major
C0020789	C0025678	Moderate
C3818721	C4079208	Major
C0066677	C3818721	Moderate
C0210630	C4733494	Moderate
C0007716	C0015011	Moderate
C0009011	C0085154	Unknown
C0288672	C2935436	Major
C0023570	C0041031	Moderate
C0023992	C0039245	Moderate
C0031990	C0052940	Moderate
C0016368	C0020823	Moderate
C0019134	C0027996	Unknown
C0042670	C0770578	Moderate
C0016360	C0049506	Unknown
C0039902	C0053091	Moderate
C0380393	C1956796	Moderate
C0022957	C0298130	Unknown
C0025678	C0025872	Minor
C0016860	C0017642	Moderate
C0025042	C4078312	Major
C0042670	C1999375	Moderate
C0013092	C3179535	Moderate
C0002679	C0085259	Unknown
C0028978	C4079854	Moderate
C0039623	C0068333	Moderate
C0014892	C0065517	Minor
C0048044	C0074493	Moderate
C0081876	C0971579	Unknown
C0002403	C0071097	Unknown
C0016384	C2934193	Moderate
C0022625	C0072973	Unknown
C0252643	C2973446	Moderate
C0033743	C0039286	Moderate
C0244656	C0254119	Moderate
C0121902	C1516119	Moderate
C0042839	C0050940	Unknown
C0024477	C0030092	Moderate
C0009010	C0220578	Major
C0042679	C0123931	Unknown
C0015620	C0298130	Unknown
C0770555	C1958126	Moderate
C0009079	C3179549	Moderate
C0005320	C0209211	Moderate
C0055147	C0075262	Moderate
C0059668	C0795635	Moderate
C0015011	C2347624	Major
C0771269	C3529928	Moderate
C0935989	C1703334	Minor
C0029193	C0053799	Moderate
C0000992	C0008845	Moderate
C0040934	C4042960	Moderate
C0077163	C3179535	Moderate
C0077524	C3179549	Moderate
C0281581	C0724511	Major
C0008286	C0081876	Unknown
C0025815	C0055003	Unknown
C0041031	C0937858	Moderate
C0038679	C0039629	Moderate
C0034665	C0054836	Unknown
C0143083	C4683810	Moderate
C0009079	C3272698	Moderate
C0002711	C0033124	Major
C0072973	C0965129	Unknown
C0025506	C1144149	Major
C0020268	C1701455	Minor
C0038689	C0771269	Moderate
C0026187	C0071568	Moderate
C0001962	C0020404	Moderate
C0026256	C1121849	Moderate
C0002645	C0074710	Unknown
C0007561	C0074554	Unknown
C0011777	C0028978	Unknown
C0016277	C0039871	Unknown
C0037982	C0903898	Unknown
C0027396	C0039902	Moderate
C0011786	C0055573	Moderate
C0031392	C0060657	Moderate
C0000618	C0011777	Unknown
C0005740	C0042874	Moderate
C0674428	C1721377	Major
C0380393	C2350948	Moderate
C0052416	C0071129	Moderate
C0008280	C1565316	Moderate
C0040778	C0064007	Major
C2698280	C4079805	Moderate
C0025241	C0246415	Moderate
C0002575	C0037707	Major
C0008845	C0022026	Major
C0025153	C0969589	Moderate
C0011015	C0772501	Moderate
C0005740	C0209738	Unknown
C0042679	C0060926	Unknown
C0015837	C0036078	Moderate
C2698692	C4080091	Major
C0530684	C4330903	Moderate
C0020264	C0028420	Moderate
C0028126	C0054201	Unknown
C0012522	C0114771	Moderate
C0039286	C0072916	Major
C0039663	C0218986	Moderate
C0051809	C0074393	Major
C0053799	C0072980	Unknown
C0025643	C2828294	Moderate
C0032825	C0055877	Major
C0035661	C0289313	Moderate
C0020264	C0175158	Moderate
C0010592	C0083381	Moderate
C0008783	C0076823	Moderate
C0008929	C0041009	Moderate
C0066101	C3712232	Moderate
C0001367	C0074722	Unknown
C0025872	C0027396	Unknown
C0023660	C0034417	Moderate
C0025872	C0033148	Moderate
C0041056	C0072916	Major
C0123931	C0766326	Moderate
C2001856	C4291328	Moderate
C0036442	C0057605	Moderate
C0006949	C0008947	Moderate
C0063041	C1176309	Major
C0033126	C2828294	Moderate
C0033497	C0043031	Minor
C0851344	C2725260	Moderate
C0016365	C0127615	Unknown
C0040864	C1958126	Moderate
C0072973	C0078956	Moderate
C0039623	C1455147	Moderate
C0041098	C0163055	Moderate
C0006376	C0033405	Moderate
C0001927	C0247194	Moderate
C0012091	C0378366	Moderate
C0069717	C0210657	Moderate
C0020740	C0253563	Moderate
C0008280	C4519199	Moderate
C4508938	C4682397	Major
C0877880	C1145760	Major
C0004482	C2350866	Moderate
C0082607	C0281581	Major
C0009074	C0031990	Unknown
C0813171	C0937846	Moderate
C0012772	C1145759	Minor
C0002598	C1137427	Major
C0023992	C4086264	Moderate
C0114771	C0378466	Moderate
C0020336	C0021246	Unknown
C0144576	C1831796	Moderate
C0068475	C1176020	Moderate
C0079083	C3898565	Moderate
C0144576	C4691680	Moderate
C0026196	C0218986	Moderate
C0007537	C0070166	Unknown
C0035923	C0040864	Major
C0072980	C3885145	Moderate
C0016967	C0029994	Moderate
C0026933	C0072973	Unknown
C0039871	C0074393	Unknown
C0023660	C1455147	Moderate
C0010547	C4305843	Moderate
C0020823	C4278675	Major
C0020261	C0086073	Unknown
C0015133	C0033148	Moderate
C0012258	C0070093	Moderate
C0290883	C3714572	Unknown
C0016360	C2718773	Moderate
C0010934	C2930696	Major
C0033228	C0065767	Unknown
C0036078	C2717021	Moderate
C0014563	C0081876	Unknown
C0286651	C1718383	Major
C0376637	C4045824	Moderate
C0028128	C0040165	Unknown
C0936148	C1527027	Moderate
C0034410	C3496793	Moderate
C0027235	C0073393	Moderate
C0025859	C0039865	Moderate
C0010980	C4045494	Moderate
C0016277	C0245561	Unknown
C0057258	C3490348	Moderate
C0016365	C0022957	Moderate
C0029193	C0033429	Moderate
C0022625	C4053698	Major
C0070563	C0663241	Moderate
C0006686	C0288171	Unknown
C0020268	C0078844	Unknown
C0051696	C2718773	Moderate
C0020261	C0025872	Unknown
C1099414	C3264621	Minor
C0919292	C4042960	Moderate
C0021971	C0076840	Moderate
C0042679	C3179547	Moderate
C0006657	C0032613	Moderate
C0033447	C0057605	Moderate
C0052585	C0285590	Major
C1718383	C4519126	Moderate
C1832027	C5230959	Moderate
C0042523	C0298130	Unknown
C0006491	C0039865	Moderate
C0008281	C0123931	Unknown
C0013089	C0525005	Moderate
C0085272	C0937858	Moderate
C0060657	C0378482	Unknown
C0039286	C3700399	Minor
C0039601	C0525227	Unknown
C0034282	C0118168	Moderate
C1956796	C2000088	Moderate
C0010583	C0042105	Unknown
C0006938	C0012582	Unknown
C0040165	C0060405	Unknown
C3700399	C3852938	Major
C0017861	C4078701	Moderate
C0015837	C0085154	Minor
C0001962	C0053230	Major
C0772394	C2975435	Major
C0010976	C0068333	Moderate
C0001962	C0062092	Moderate
C0040374	C0085272	Moderate
C0527316	C2698692	Minor
C0025153	C0140575	Moderate
C0004057	C0291772	Unknown
C0017642	C0020404	Unknown
C0206460	C0247025	Major
C0033429	C0538927	Moderate
C0033126	C3896936	Moderate
C0070563	C0211011	Moderate
C0008269	C3657824	Major
C0039871	C0907349	Moderate
C0002333	C0013360	Minor
C0025039	C0245561	Moderate
C0041098	C0600175	Moderate
C0907402	C0913469	Moderate
C1122962	C3714572	Unknown
C0015837	C0017628	Moderate
C0002144	C0074493	Unknown
C0026549	C0287041	Moderate
C0008287	C0537270	Moderate
C0209211	C5235396	Moderate
C0031412	C1609931	Moderate
C0081876	C2713008	Major
C0061851	C0209227	Unknown
C0029112	C4278675	Moderate
C0909381	C1135132	Moderate
C0002598	C0298130	Moderate
C0031184	C0034665	Unknown
C0010592	C0078847	Unknown
C0249458	C0718050	Unknown
C0039286	C1872203	Major
C0032825	C0034414	Unknown
C0073372	C4079208	Major
C0015620	C0020268	Unknown
C0039286	C0073633	Major
C0020823	C0066677	Minor
C0029112	C0041038	Moderate
C0025760	C1872203	Moderate
C0016365	C0025746	Major
C2744440	C4291328	Moderate
C0257190	C0965390	Major
C0033223	C1882138	Moderate
C0012228	C1130428	Moderate
C0206461	C1145760	Major
C2973446	C5230959	Moderate
C0717752	C2746078	Moderate
C0005640	C0042291	Moderate
C0033405	C0036579	Moderate
C0527189	C0913246	Unknown
C0022180	C0023660	Unknown
C0009011	C0078257	Unknown
C0028066	C0028833	Moderate
C0674428	C1700874	Major
C0001962	C0017887	Minor
C0041056	C1872203	Major
C0020268	C0025042	Moderate
C0016360	C0772051	Major
C0006405	C4682397	Major
C0040845	C0245561	Unknown
C0025677	C0052585	Moderate
C0020264	C0041090	Moderate
C0015846	C1176306	Major
C0085542	C1872109	Moderate
C2350866	C3855916	Moderate
C0021246	C3264621	Moderate
C0024730	C0029193	Moderate
C0005308	C4278675	Major
C0054201	C1999375	Moderate
C0015620	C0540694	Unknown
C0039286	C4550368	Moderate
C0039286	C2974289	Major
C2698692	C3848580	Moderate
C0040165	C0056732	Unknown
C0028066	C0765273	Moderate
C0032950	C0066685	Moderate
C0008183	C0048038	Moderate
C0008286	C0038633	Minor
C2974289	C3253985	Minor
C0022625	C0085170	Major
C0092777	C1872203	Moderate
C0006376	C0039286	Unknown
C0020336	C0070895	Major
C0002598	C1619629	Moderate
C0376637	C3264621	Major
C0028040	C0289313	Unknown
C0033405	C0034131	Moderate
C0011777	C0092777	Unknown
C0026056	C0070166	Unknown
C0039663	C0053799	Moderate
C0055856	C0907850	Moderate
C0030049	C0209210	Moderate
C0081876	C0289313	Unknown
C0027360	C2713632	Moderate
C0032613	C0108101	Moderate
C0074393	C0246689	Moderate
C0059865	C4044947	Moderate
C0040864	C0074554	Unknown
C2000145	C4079805	Moderate
C0018549	C0030095	Moderate
C0033228	C0081876	Moderate
C0013089	C1831796	Moderate
C3264621	C4042960	Moderate
C0008287	C1958126	Moderate
C0039286	C1099456	Major
C0298067	C1456409	Moderate
C0070166	C0171023	Unknown
C0031990	C1831808	Major
C0060389	C0076110	Unknown
C0038425	C0771311	Moderate
C0002644	C0039865	Moderate
C0149368	C3489764	Minor
C0041098	C0057831	Moderate
C0028368	C3490348	Moderate
C0027302	C0033223	Moderate
C0015043	C1721377	Moderate
C0017861	C0065162	Moderate
C0011816	C0055891	Moderate
C0291772	C4330903	Moderate
C0005740	C0028902	Minor
C0002711	C0078839	Moderate
C0051150	C0082607	Unknown
C0137984	C3491971	Minor
C0054201	C0246415	Unknown
C0005308	C0038149	Moderate
C0004057	C0018988	Moderate
C0378482	C1721377	Moderate
C3467876	C3700399	Moderate
C0049506	C0220578	Major
C0247194	C0537270	Moderate
C0068771	C2973446	Moderate
C0034665	C0074554	Unknown
C1311070	C3272344	Moderate
C0051919	C0206460	Major
C0002575	C4740904	Moderate
C0022625	C0083381	Unknown
C0001962	C0663655	Minor
C0026388	C0772089	Moderate
C0008783	C0380393	Minor
C0074493	C0288171	Unknown
C1269691	C2353893	Major
C0085174	C0378482	Unknown
C0060501	C0296800	Unknown
C0012228	C1721300	Moderate
C0012091	C0027996	Unknown
C0754188	C2974521	Major
C1144149	C1176309	Unknown
C0014806	C2987716	Moderate
C0005116	C2350866	Major
C0253563	C4743552	Major
C0022957	C0082646	Unknown
C0025506	C0026187	Moderate
C0018242	C3501358	Moderate
C0206460	C0872913	Major
C0935989	C1619629	Moderate
C1831828	C3852841	Major
C0069739	C0537147	Unknown
C0051696	C0079083	Unknown
C0025872	C0388753	Unknown
C0016860	C0718050	Unknown
C0051150	C0074769	Moderate
C0076275	C2353951	Moderate
C1722260	C2746078	Moderate
C0004475	C0039736	Major
C0020934	C0526371	Moderate
C0008280	C0037707	Moderate
C0005308	C0066677	Minor
C0027324	C1611934	Moderate
C0030863	C0052585	Major
C0076110	C0245561	Moderate
C0025153	C2000088	Moderate
C0008286	C1611934	Moderate
C1098261	C3491971	Moderate
C0002502	C0378482	Unknown
C3886623	C4049146	Major
C0040934	C3852671	Moderate
C0040372	C0059865	Moderate
C0049506	C0965129	Unknown
C0022625	C0065152	Moderate
C0021734	C2350866	Moderate
C0034417	C0756085	Moderate
C0015827	C0663241	Major
C0010927	C0023972	Moderate
C0671970	C3848524	Moderate
C0002598	C3177235	Major
C0011685	C4079208	Moderate
C0065374	C0291772	Unknown
C0024476	C0043668	Moderate
C0022625	C0073992	Major
C0039468	C0055578	Minor
C0021971	C0040341	Major
C0020268	C0026196	Moderate
C0054201	C0288165	Major
C0018988	C2980094	Moderate
C0055729	C0330270	Moderate
C0169964	C3272698	Moderate
C0058415	C2935023	Moderate
C0020934	C0039286	Moderate
C0903898	C1435444	Moderate
C0040979	C0061863	Moderate
C0025815	C0070895	Moderate
C0030863	C0071129	Moderate
C0010192	C0017628	Moderate
C0002144	C0247025	Unknown
C0674428	C1311070	Moderate
C0025631	C0040372	Moderate
C0033223	C0040989	Moderate
C0092801	C4519199	Moderate
C0069751	C0908935	Unknown
C0081876	C2987430	Major
C0010934	C0218986	Moderate
C0010592	C0015846	Moderate
C0001655	C1722260	Minor
C1145760	C3713057	Moderate
C0027603	C0037982	Unknown
C0014563	C0022245	Moderate
C0020402	C0052585	Minor
C0076110	C0076829	Unknown
C0015046	C0063041	Major
C0020934	C0296800	Unknown
C0016365	C0042071	Moderate
C0025382	C2986922	Moderate
C0123931	C1707080	Moderate
C0008168	C0875947	Moderate
C0011786	C1999375	Moderate
C0772501	C1721377	Moderate
C0010547	C0012702	Moderate
C0002679	C0663655	Unknown
C0038432	C2343589	Moderate
C0001962	C0007541	Moderate
C0391001	C1831905	Major
C0907410	C3853822	Major
C0033126	C0220578	Moderate
C0001962	C0020934	Moderate
C1707080	C4058811	Moderate
C0529351	C0965129	Unknown
C0146011	C4058811	Moderate
C0079083	C0388753	Unknown
C0018988	C1098510	Moderate
C0010711	C0296800	Unknown
C0035923	C0078257	Major
C0762662	C1739768	Moderate
C3853822	C4291328	Moderate
C0025677	C1609165	Moderate
C0047683	C1958126	Moderate
C0065767	C0085542	Unknown
C0002144	C0022957	Unknown
C0055147	C0076110	Unknown
C0016278	C0070895	Moderate
C0969589	C2986922	Major
C0055856	C0073393	Moderate
C0061863	C0209210	Major
C0026056	C0055147	Moderate
C0068334	C0288672	Moderate
C0016967	C2713632	Moderate
C0246689	C4519258	Moderate
C0600489	C1121849	Moderate
C0083381	C3181682	Major
C0004057	C0016904	Unknown
C0068333	C0380393	Moderate
C0029309	C0031448	Moderate
C0042523	C3886731	Major
C0302583	C0533545	Moderate
C0020264	C0252643	Major
C0010976	C0025853	Moderate
C0040864	C0874161	Unknown
C0050940	C1260298	Unknown
C0076829	C0086073	Unknown
C0246631	C0360172	Moderate
C0040374	C0040864	Moderate
C0004147	C0031469	Moderate
C0006464	C0055578	Moderate
C0073393	C0126774	Moderate
C0040207	C0065517	Minor
C0042845	C0078569	Unknown
C0024977	C0033223	Major
C0012125	C0024002	Unknown
C0298130	C1176316	Unknown
C1135132	C1609165	Moderate
C0008809	C3700399	Major
C0033223	C0040934	Moderate
C0050393	C2000088	Moderate
C0042679	C3886623	Moderate
C0009053	C0012582	Moderate
C0006657	C0012265	Moderate
C0013090	C0031990	Unknown
C0032952	C0663655	Unknown
C0025942	C2349941	Moderate
C0001927	C0031469	Moderate
C0015046	C0055147	Moderate
C1739768	C4547776	Moderate
C0017642	C0123091	Moderate
C3818721	C4723629	Major
C0040805	C0066101	Moderate
C0041090	C2343853	Moderate
C0010547	C0529351	Moderate
C0025381	C1872109	Moderate
C0030049	C1872109	Moderate
C0002475	C0020823	Moderate
C0282386	C1664205	Major
C0025872	C3495673	Moderate
C0004057	C0030812	Minor
C0043031	C2742502	Major
C0004057	C0087163	Unknown
C0008024	C4287804	Major
C0025678	C0065517	Minor
C0020273	C2353951	Moderate
C0169964	C0754011	Moderate
C0937858	C4330903	Moderate
C0907410	C2987648	Moderate
C0092777	C0246330	Moderate
C0039943	C0293359	Moderate
C2353893	C2935436	Moderate
C0649350	C4079208	Moderate
C0011777	C0072973	Moderate
C0027360	C1872203	Moderate
C0033405	C0042845	Unknown
C0296800	C0754280	Moderate
C0063828	C0216784	Unknown
C0020273	C0525227	Moderate
C0023566	C2714632	Moderate
C0028365	C0531104	Major
C0014582	C1667052	Moderate
C0144576	C3852938	Moderate
C0010927	C0770578	Moderate
C0008845	C3657824	Major
C0029193	C0074414	Moderate
C0008783	C0028902	Unknown
C0016225	C0527189	Moderate
C0006405	C0022625	Moderate
C0257190	C3192263	Major
C0058056	C3886623	Moderate
C0754188	C1831731	Major
C0032143	C0057257	Major
C0033148	C4078312	Major
C0028420	C1872203	Major
C0020336	C0023570	Moderate
C0009315	C0085149	Major
C0007546	C0025872	Unknown
C0002598	C0017861	Moderate
C0004975	C0301374	Minor
C3886623	C4519258	Moderate
C2987648	C4053698	Moderate
C0032950	C0378482	Unknown
C0033493	C2986922	Major
C0015133	C3848524	Moderate
C0002555	C2717561	Moderate
C0025678	C0034417	Moderate
C0076286	C0663241	Major
C0380393	C4519273	Major
C0037982	C1144149	Unknown
C0030049	C0298130	Unknown
C0072980	C0216784	Moderate
C0042845	C0393080	Unknown
C1527027	C2713632	Moderate
C0028978	C0066685	Unknown
C0025242	C0041031	Moderate
C0054201	C0169964	Moderate
C0023413	C0127615	Unknown
C0020268	C0245561	Unknown
C0009262	C0043832	Major
C0026549	C0073994	Minor
C2830183	C3273711	Moderate
C0249582	C0718050	Moderate
C0085170	C0765273	Moderate
C0030073	C0055877	Moderate
C0017642	C1122962	Unknown
C0034410	C0043031	Moderate
C0027353	C0537551	Moderate
C0006405	C0026256	Moderate
C1455147	C4519273	Moderate
C1738934	C3886623	Major
C0040864	C1269691	Moderate
C0008947	C0014806	Moderate
C0009262	C2973446	Moderate
C0002333	C0718050	Unknown
C0029112	C0123091	Moderate
C0036516	C3273711	Moderate
C0020740	C0063817	Major
C0016410	C0074722	Unknown
C0009079	C0071568	Major
C0060135	C1176020	Moderate
C0120107	C3179549	Moderate
C0025605	C0026196	Moderate
C0075632	C0085154	Unknown
C0005740	C0008163	Moderate
C0008294	C0052416	Major
C0008163	C0039736	Major
C0057605	C0657912	Moderate
C1144149	C4726677	Moderate
C0071568	C0301508	Major
C0025241	C0042679	Unknown
C0021734	C0039771	Moderate
C0022625	C0937858	Moderate
C0041165	C1619629	Moderate
C0005320	C0055578	Major
C0018546	C0039771	Unknown
C0009214	C0013085	Moderate
C0025729	C0040372	Minor
C0004320	C0015133	Moderate
